Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
G. Carrasco;Atlanta;Godoy Cruz;RWB;25;250000;2022-12-31;1;46;0;0;0;0;13,7;14,29;Argentina;Argentina;direito;175;74;sim;3,91;7,83;0;3,91;50;0;0;0;3,91;5,45;1,96;0;0;0;0;3,91;0;0;0;0;0;0;0;0;0;0;0;3,91;100;0;0;3,91;100;0;1,96;0;1,96;0;0;3,91;1,96;21,52;1,96;0;31,3;81,25;11,74;83,33;5,87;66,67;9,78;100;25,43;76,92;3,91;100;20,56;33,14;0;0;0;0;0;0;0;3,91;50;1,96;100;0;0;0;1,96;11,74;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Romero;Agropecuario;Estudiantes;RCMF, LCMF;22;50000;2023-12-31;2;46;0;0,03;0;0;15,65;75;Argentina;Argentina;direito;178;70;sim;7,83;3,91;100;0;0;0;0;0;3,91;15;0;0;0;0;0;0;0;0;0;0,05;0;0;1;1,96;0;0;0;0;0;0;0;0;0;0;1,96;0;3,91;50;0;1,96;3,91;37,17;1,96;3,91;45;91,3;3,91;100;15,65;87,5;19,57;100;43,04;90,91;1,96;100;16,37;10,21;0;0;0;0;0;0;0;1,96;100;0;0;0;0;0;0;5,87;33,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
S. Cocimano;Club Atlético Güemes;Gimnasia La Plata;CF;22;150000;2024-12-31;2;46;0;0;0;0;27,39;28,57;Argentina;Argentina;direito;186;79;sim;9,78;5,87;33,33;5,87;66,67;1,96;2,31;0;5,87;6,92;1,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,91;0;11,74;16,67;5,87;1,96;3,91;9,78;3,91;0;23,48;83,33;1,96;100;1,96;100;5,87;100;23,48;83,33;0;0;10,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,91;0;1,96;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
S. Simón;River Plate;River Plate;AMF, RAMF;20;6000000;2024-12-31;2;47;0;0,13;0;0;40,21;23,81;Argentina;Argentina;direito;181;74;sim;11,49;13,4;42,86;3,83;0;0;0;0;5,74;11,25;1,91;0;0;0;0;5,74;0;0;0;0,25;0;0;1;1,91;100;0;0;3,83;50;0;0;3,83;50;0;5,74;33,33;13,4;28,57;7,66;5,74;3,83;53,62;1,91;0;57,45;83,33;7,66;75;15,32;75;19,15;90;53,62;85,71;0;0;21,16;0;0;0;0;0;1,91;0;0;7,66;100;1,91;0;0;0;0;1,91;5,74;66,67;0;;0;;0;0;0;0;;;1,91;;;0;0;0;1,91;0;0
J. Ramis;Cerro Largo;Vélez Sarsfield;LAMF;32;100000;2022-12-31;1;47;0;0,2;0;0,01;15,32;37,5;Uruguay;Uruguay;direito;178;77;sim;1,91;1,91;0;1,91;100;0;0;0;1,91;3,33;0;0;0;0;0;0;0;0;0;0,38;0;0;1;1,91;0;0;0;0;0;0;0;0;0;0;1,91;0;7,66;50;1,91;1,91;0;30,64;3,83;1,91;32,55;58,82;7,66;25;9,57;60;11,49;66,67;26,81;64,29;5,74;33,33;20,21;54,15;0,01;3,83;0;0;0;0;0;0;0;1,91;0;1,91;0;0;0;5,74;0;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
M. Forlano;JJ Urquiza;Huracán;LCMF, RDMF;21;0;;2;47;0;0;0;0,35;9,57;80;Argentina;Argentina;esquerdo;177;70;sim;7,66;3,83;100;1,91;0;1,91;3,75;0;1,91;3,75;0;0;0;0;0;0;0;0;0;0,01;0;0;1;1,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,83;0;22,98;0;0;36,38;78,95;11,49;83,33;0;0;21,06;81,82;28,72;93,33;7,66;25;18,14;12,55;0,68;1,91;0;0;0;0;0;9,57;60;0;0;0;0;0;0;5,74;100;0;;0;;0;0;0;0;;;0;;;1,91;0;0;3,83;0;0
M. González;Deportivo Maipú;Godoy Cruz;AMF, RAMF, LAMF;23;25000;2024-12-31;3;47;0;0,01;0;0;28,72;40;Argentina;Argentina;direito;180;74;sim;3,83;3,83;100;7,66;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;1;1,91;0;0;0;1,91;0;0;0;1,91;0;0;3,83;0;9,57;20;3,83;3,83;1,91;24,89;1,91;1,91;32,55;82,35;5,74;33,33;11,49;100;7,66;100;30,64;87,5;0;0;16,96;0;0;0;0;0;0;0;0;1,91;100;0;0;0;0;1,91;0;1,91;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
G. Mainero;Sarmiento;Vélez Sarsfield;RAMF;27;500000;2023-12-31;1;47;0;0,12;0;0;17,23;22,22;Argentina;Argentina;direito;179;66;sim;0;0;0;5,74;0;0;0;0;0;0;3,83;0;0;0;0;1,91;0;0;0;0,23;0;0;1;1,91;0;0;0;3,83;0;0;0;3,83;0;0;1,91;100;3,83;50;1,91;0;0;44,04;3,83;0;49,79;84,62;11,49;83,33;13,4;100;15,32;87,5;42,13;90,91;3,83;100;18,58;17,08;0;0;0;0;0;0;0;0;0;3,83;50;0;0;0;0;3,83;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
L. Brochero;Arsenal;Central Córdoba SdE;RW, RWB, LW;23;450000;2023-12-31;4;48;0;0,02;0;0;22,5;50;Argentina;Argentina;direito;172;70;sim;7,5;3,75;50;0;0;1,88;3,75;0;3,75;7,5;0;0;0;0;0;1,88;0;0;0;0,04;0;0;1;1,88;0;0;0;9,38;0;0;0;9,38;0;0;3,75;50;7,5;25;5,63;0;0;18,75;1,88;0;30;43,75;7,5;75;5,63;66,67;15;25;15;62,5;5,63;66,67;20,94;22,42;0;0;0;0;0;0;0;1,88;100;9,38;20;0;0;1,88;0;3,75;50;0;;0;;0;0;0;0;;;0;;;0;0;0;1,88;0;0
M. Díaz;Libertad;Racing Club;DMF, CB;35;150000;2022-12-31;1;48;0;0;0;0,01;3,75;50;Chile;Chile;direito;167;68;sim;3,75;1,88;100;0;0;0;0;0;1,88;3,75;0;0;0;0;0;1,88;0;0;0;0;0;0;0;0;0;0;0;1,88;100;1,88;100;0;0;0;0;0;1,88;0;0;3,75;0;60;0;0;71,25;92,11;15;75;7,5;100;46,88;96;61,88;93,94;7,5;75;21,05;33,45;0,02;1,88;0;0;0;0;0;9,38;60;1,88;100;1,88;0;1,88;1,88;13,13;85,71;0;;0;;0;0;0;0;;;3,75;;;0;0;0;0;0;0
J. Bolado;Deportivo Maipú;Godoy Cruz;GK;25;200000;2022-12-31;2;50;0;0;0;0;0;0;Argentina;Argentina;direito;181;81;sim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,2;0;0;9;60;9;60;0;0;0;0;1,8;100;7,2;50;43,67;49,91;0;0;0;0;0;0;0;3,6;50;1,8;0;0;0;0;0;5,4;66,67;2;3,6;5;9;0;60;1,76;3,16;-0,24;-0,432;0;3,6;0;;;;0;0;0
F. Henríquez;Huracán;Godoy Cruz;LCMF;27;250000;2022-12-31;2;51;0;0;0;0;15,88;0;Argentina;Argentina;esquerdo;185;74;sim;3,53;5,29;0;3,53;0;0;0;0;3,53;3,75;3,53;1;1,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,53;0;1,76;1,76;0;21,18;1,76;0;30;76,47;7,06;100;5,29;100;12,35;57,14;24,71;78,57;5,29;66,67;20,74;21,66;0;0;0;0;0;0;0;3,53;100;0;0;1,76;100;0;0;5,29;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Farías;Agropecuario;Defensa y Justicia;RCMF, AMF, LW;24;100000;2022-12-31;3;51;0;0,04;1;0,04;28,24;68,75;Argentina;Argentina;direito;178;83;sim;17,65;10,59;100;5,29;66,67;0;0;0;7,06;17,14;0;0;0;0;0;3,53;0;0;0;0,07;0;0;1;1,76;100;0;1,76;0;0;0;0;0;0;0;5,29;33,33;8,82;40;1,76;0;0;14,12;0;0;28,24;81,25;7,06;75;7,06;100;7,06;75;26,47;86,67;1,76;0;18,38;20,07;0,07;1,76;0;0;0;0;0;5,29;66,67;0;0;0;0;0;0;3,53;50;0;;0;;0;0;0;0;;;0;;;1,76;0;0;3,53;0;0
S. Briñone;Las Parejas;Patronato;LCMF, RCMF;25;50000;2022-12-31;2;52;0;0,22;0;0;27,69;75;Argentina;Argentina;direito;190;82;sim;13,85;13,85;75;3,46;50;3,46;5;0;0;0;3,46;1;1,73;0;0;3,46;0;0;0;0,38;0;0;3;5,19;0;0;0;3,46;50;3,46;50;0;0;0;1,73;100;8,65;80;1,73;1,73;0;6,92;1,73;3,46;31,15;61,11;17,31;80;1,73;0;5,19;33,33;25,96;66,67;1,73;0;19,37;2,34;0;0;0;0;0;0;0;3,46;0;1,73;100;0;0;0;1,73;8,65;40;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
B. Farioli;Colón;Colón;RCMF, LW, AMF;24;400000;2022-12-31;3;52;0;0,05;0;0,18;22,5;23,08;Argentina;Argentina;esquerdo;180;70;sim;6,92;1,73;0;6,92;25;0;0;0;6,92;10,91;1,73;0;0;0;0;5,19;0;0;0;0,09;0;0;1;1,73;100;0;0;1,73;100;0;0;1,73;100;0;5,19;33,33;13,85;25;1,73;0;0;27,69;0;1,73;46,73;81,48;12,12;42,86;5,19;100;15,58;100;43,27;84;1,73;0;14,76;7,76;0,31;1,73;0;0;0;0;0;5,19;100;3,46;50;1,73;0;0;1,73;5,19;66,67;0;;0;;0;0;0;0;;;0;;;1,73;0;0;0;0;0
F. Tobares;Aldosivi Res.;Aldosivi;LAMF, RW;22;100000;2022-12-31;3;55;0;0,27;0;0;19,64;25;Argentina;Argentina;direito;180;78;sim;4,91;6,55;25;4,91;33,33;0;0;0;3,27;6;0;0;0;0;0;3,27;0;0;0;0,44;0;0;2;3,27;50;0;0;1,64;0;1,64;0;0;0;0;1,64;100;3,27;50;1,64;0;1,64;13,09;0;0;24,55;73,33;8,18;80;4,91;33,33;4,91;100;19,64;83,33;3,27;50;13,26;16,39;0;0;0;0;0;0;0;1,64;100;0;0;0;0;0;0;4,91;33,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Altamirano;Patronato;Banfield;GK;26;1000000;2022-12-31;1;57;0;0;0;0;3,16;0;Argentina;Argentina;direito;186;78;sim;1,58;3,16;0;0;0;0;0;0;1,58;1,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,89;60;6,32;50;0;0;1,58;100;3,16;50;4,74;66,67;52,94;63,94;0;0;0;0;0;0;0;3,16;50;1,58;0;0;0;0;0;3,16;100;2;3,16;5;7,89;0;60;1,03;1,63;-0,97;-1,532;0;1,58;0;;;;0;0;0
C. Lattanzio;Platense;Estudiantes;LW, AMF, LCMF;25;250000;2022-12-31;3;57;0;0;0;0;30;42,11;Argentina;Argentina;esquerdo;174;73;sim;15,79;11,05;71,43;0;0;3,16;6;0;4,74;9;3,16;1;1,58;1;1,58;1,58;0;0;0;0;0;0;0;0;0;0;0;6,32;0;6,32;0;0;0;1,58;3,16;50;11,05;14,29;1,58;1,58;0;15,79;3,16;1,58;23,68;73,33;4,74;100;6,32;100;11,05;57,14;17,37;100;0;0;26,06;0;0;0;0;0;0;0;0;4,74;100;3,16;0;0;0;0;0;1,58;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
E. Obregón;Guillermo Brown;Estudiantes;LCMF, LW, RCMF;21;125000;2023-12-31;3;57;0;0;0;0;28,42;22,22;Argentina;Argentina;direito;177;69;sim;6,32;1,58;100;7,89;40;0;0;0;4,74;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,16;0;9,47;16,67;0;3,16;1,58;17,37;3,16;3,16;25,26;87,5;4,74;100;6,32;100;9,47;100;25,26;87,5;0;0;21,41;0;0;0;0;0;0;0;0;1,58;100;0;0;0;0;0;0;3,16;50;0;;0;;0;0;0;0;;;1,58;;;0;0;0;0;0;0
L. Licht;Villa San Carlos;Gimnasia La Plata;LAMF, LW;41;0;;4;58;0;0;0;0;12,41;62,5;Argentina;Argentina, Israel;esquerdo;174;72;sim;6,21;7,76;40;1,55;100;0;0;0;3,1;3,75;1,55;0;0;0;0;3,1;0;0;0;0;0;0;0;0;0;0;0;1,55;100;1,55;100;0;0;0;1,55;100;3,1;100;0;3,1;0;26,38;3,1;1,55;37,24;62,5;15,52;60;3,1;50;12,41;75;34,14;59,09;1,55;100;15,35;13,6;0;0;1,55;0;0;0;0;4,66;66,67;1,55;100;0;0;0;1,55;9,31;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
A. Lagos;Atlético Tucumán;Atlético Tucumán;LB, RB;20;175000;2025-12-31;1;60;0;0;0;0;24;25;Argentina;Argentina;direito;184;76;sim;7,5;10,5;14,29;3;50;0;0;0;6;6,32;1,5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;66,67;10,5;28,57;0;0;0;7,5;0;0;24;56,25;12;37,5;3;100;6;75;21;57,14;3;50;20,12;30,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;20;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
L. Cingolani;Newell's Old Boys;Newell's Old Boys;RWB, RAMF, LWF;21;50000;2023-12-31;3;62;0;0,16;0;0,06;27,58;36,84;Argentina;Argentina, Italy;direito;176;68;sim;13,06;10,16;57,14;2,9;50;5,81;10,91;0;1,45;2,73;1,45;0;0;0;0;1,45;0;0;0;0,23;0;0;2;2,9;0;0;0;5,81;0;0;0;5,81;0;0;4,35;33,33;13,06;22,22;2,9;1,45;2,9;21,77;2,9;1,45;34,84;75;4,35;66,67;10,16;100;8,71;50;27,58;94,74;1,45;0;16,05;10,17;0,09;1,45;0;0;0;0;0;2,9;100;2,9;0;0;0;0;0;2,9;50;0;;0;;0;0;0;0;;;0;;;0;0;0;2,9;0;0
R. Balbuena;Estudiantes Río Cuarto;Arsenal;RCMF, RW;22;75000;2022-12-31;2;62;0;0;0;0;18,87;53,85;Argentina;Argentina;direito;176;70;sim;14,52;11,61;62,5;0;0;0;0;0;7,26;7,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,45;0;0;0;1,45;0;0;0;0;1,45;0;0;1,45;2,9;13,06;0;0;21,77;60;4,35;100;7,26;80;8,71;33,33;18,87;69,23;1,45;0;12,17;14,16;0;0;0;0;0;0;0;2,9;0;1,45;0;0;0;0;0;2,9;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Portillo;Unión Santa Fe;Unión Santa Fe;LB, LCB;22;800000;2025-12-31;3;63;0;0,05;0;0;20;57,14;Argentina;Argentina;direito;183;77;sim;12,86;11,43;50;2,86;100;2,86;3,75;0;4,29;5,63;2,86;2;2,86;0;0;2,86;0;0;0;0,07;0;0;1;1,43;100;0;0;1,43;100;1,43;100;0;0;0;0;0;1,43;0;1,43;0;0;14,29;0;0;32,86;82,61;14,29;70;4,29;100;7,14;100;31,43;81,82;0;0;18,38;0;0;0;0;0;0;0;0;2,86;100;1,43;100;0;0;0;1,43;8,57;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Herrera;Patronato;San Lorenzo;CF;31;500000;2023-12-31;4;64;0;0,02;0;0;29,53;19,05;Argentina;Argentina;direito;175;75;sim;2,81;4,22;0;4,22;33,33;1,41;3,75;0;1,41;3,75;2,81;0;0;0;0;0;0;0;0;0,03;0;0;1;1,41;0;0;0;0;0;0;0;0;0;0;5,63;0;12,66;22,22;1,41;0;0;8,44;0;1,41;9,84;71,43;1,41;0;5,63;75;1,41;100;9,84;71,43;0;0;7,58;0;0;0;0;0;0;0;0;1,41;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
M. Miers;Sol de América;Aldosivi;LCB;32;50000;2022-12-31;1;66;0;0;0;0;25,91;63,16;Paraguay;Paraguay;esquerdo;187;89;sim;13,64;13,64;50;6,82;80;0;0;0;6,82;13,64;2,73;0;0;0;0;2,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,73;100;4,09;66,67;0;1,36;0;13,64;0;1,36;31,36;73,91;13,64;60;1,36;100;9,55;85,71;27,27;75;4,09;66,67;19,27;42,53;0;0;0;0;0;0;0;5,45;50;1,36;100;1,36;100;1,36;0;10,91;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Monzón;Club Atlético Mitre;Atlético Tucumán;LB;35;200000;2022-12-31;2;67;0;0;0;0;10,75;75;Argentina;Argentina;esquerdo;178;82;sim;13,43;2,69;100;2,69;50;1,34;2,73;0;9,4;19,09;1,34;1;1,34;0;0;5,37;0;0;0;0;0;0;1;1,34;0;0;0;5,37;50;5,37;50;0;0;1,34;4,03;66,67;4,03;66,67;0;2,69;0;25,52;1,34;0;38,96;75,86;13,43;70;4,03;100;20,15;73,33;28,21;85,71;5,37;50;22,77;50,33;0;1,34;0;0;0;0;0;9,4;57,14;8,06;50;1,34;100;1,34;2,69;8,06;100;0;;0;;0;0;0;0;;;1,34;;;1,34;0;0;1,34;0;0
M. Enrique;Cerro Largo;Vélez Sarsfield;LDMF, RDMF;22;150000;2023-12-31;1;67;0;0;0;0;20,15;80;Argentina;Argentina;direito;178;69;sim;8,06;8,06;50;1,34;100;0;0;0;4,03;7,5;1,34;0;0;0;0;2,69;0;0;0;0;0;0;0;0;0;0;0;1,34;100;0;0;1,34;100;0;1,34;100;6,72;100;0;1,34;0;53,73;0;2,69;64,48;83,33;32,24;79,17;4,03;100;24,18;88,89;55,07;85,37;8,06;66,67;22,94;52,81;0;0;0;0;0;0;0;10,75;87,5;4,03;66,67;1,34;0;1,34;1,34;17,46;61,54;0;;0;;0;0;0;0;;;1,34;;;0;0;0;0;0;0
N. Castro;Genk;Newell's Old Boys;AMF, CF, LWF;21;6500000;2027-06-30;4;72;0;0,07;0;0,04;33,75;33,33;Argentina;Argentina;direito;182;79;sim;7,5;15;33,33;0;0;0;0;0;2,5;4;3,75;0;0;0;0;1,25;0;0;0;0,09;0;0;2;2,5;50;0;0;0;0;0;0;0;0;0;2,5;0;13,75;36,36;0;0;0;18,75;0;2,5;33,75;92,59;11,25;77,78;6,25;100;12,5;100;31,25;96;2,5;50;18,55;13,29;0,05;1,25;0;1,25;0;0;0;5;75;5;75;1,25;0;1,25;0;3,75;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
K. Isa Luna;Atlético Tucumán;Atlético Tucumán;LW, RB, RW;21;250000;;5;75;2;0,66;0;0,12;27,6;43,48;Argentina;Argentina;direito;180;65;sim;7,2;7,2;50;0;0;0;0;0;3,6;6,43;0;0;0;0;0;6;2,4;2;2,4;0,79;0;0;4;4,8;75;50;0;2,4;0;2,4;0;0;0;0;4,8;50;15,6;53,85;7,2;2,4;0;20,4;2,4;3,6;28,8;79,17;14,4;83,33;1,2;100;4,8;100;26,4;86,36;0;0;16,92;0;0,14;1,2;0;0;0;0;0;7,2;66,67;1,2;100;0;0;2,4;0;6;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
T. Sandoval;Colón;Colón;CF;23;275000;;3;75;1;0,12;0;0,17;26,4;31,82;Argentina;Argentina;direito;185;71;sim;2,4;3,6;66,67;4,8;50;0;0;0;0;0;2,4;0;0;0;0;2,4;1,2;1;1,2;0,15;1;1,2;1;1,2;100;100;0;1,2;0;0;0;1,2;0;0;2,4;50;7,2;33,33;2,4;1,2;0;10,8;3,6;1,2;19,2;62,5;7,2;33,33;2,4;100;3,6;100;18;66,67;0;0;14,06;0;0,2;1,2;0;0;1,2;0;1,2;3,6;0;3,6;66,67;1,2;0;2,4;0;2,4;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Ortiz;;Patronato;LCMF, RCMF;38;0;;1;76;0;0;0;0;24,87;76,19;Argentina;Argentina;direito;181;74;sim;9,47;8,29;85,71;1,18;100;0;0;0;2,37;3,75;1,18;0;0;0;0;4,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,11;66,67;13,03;72,73;1,18;1,18;0;27,24;0;5,92;37,89;87,5;14,21;66,67;5,92;100;13,03;100;33,16;92,86;4,74;50;18,68;39,27;0;0;0;0;0;0;0;4,74;75;0;0;0;0;0;0;3,55;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Carli;Botafogo;Aldosivi;CB;35;250000;2022-12-31;2;77;0;0;0;0;29,22;68;Argentina;Argentina;direito;193;91;sim;16,36;9,35;87,5;4,68;75;0;0;1,17;8,18;16,15;1,17;0;0;0;0;1,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,34;50;3,51;33,33;1,17;0;0;0;0;2,34;9,35;75;4,68;100;1,17;0;1,17;100;4,68;75;4,68;75;17,37;14,34;0;0;0;0;0;0;0;2,34;100;0;0;0;0;0;0;5,84;60;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
A. Hausch;San Lorenzo;San Lorenzo;LAMF, LW, CF;19;175000;2023-12-31;3;77;0;0,1;0;0;31,56;22,22;Argentina;Argentina;direito;175;65;sim;3,51;2,34;50;3,51;0;0;0;0;2,34;6;1,17;1;1,17;0;0;4,68;0;0;0;0,11;0;0;1;1,17;100;0;0;1,17;0;1,17;0;0;0;1,17;12,86;18,18;21,04;22,22;2,34;3,51;1,17;18,7;1,17;4,68;25,71;86,36;4,68;75;8,18;100;9,35;75;24,55;90,48;0;0;15,94;0;0;0;0;1,17;1,17;100;0;0;0;3,51;66,67;0;0;1,17;0;2,34;100;0;;0;;0;0;0;0;;;1,17;;;0;0;0;0;0;0
M. de los Santos;Vélez Sarsfield;Vélez Sarsfield;RB;29;900000;2023-12-31;1;79;0;0;0;0;18,23;56,25;Uruguay;Uruguay;direito;187;86;sim;7,97;10,25;66,67;6,84;33,33;0;0;0;1,14;2,5;1,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,78;0;0;30,76;85,19;9,11;75;0;0;18,23;93,75;29,62;84,62;1,14;100;23,24;80,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,7;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
N. Andereggen;Ierapetras;Unión Santa Fe;RW;23;350000;2023-06-30;2;80;0;0,1;0;0;36;37,5;Argentina;Argentina, Switzerland;direito;178;74;sim;5,63;4,5;50;0;0;1,13;1,43;0;2,25;2,86;2,25;0;0;0;0;6,75;0;0;0;0,11;0;0;1;1,13;100;0;0;4,5;50;0;0;4,5;50;1,13;5,63;40;19,13;41,18;4,5;1,13;2,25;22,5;4,5;3,38;29,25;76,92;5,63;80;6,75;83,33;11,25;70;24,75;81,82;1,13;100;18,1;28,2;0;1,13;0;0;2,25;50;1,13;2,25;50;3,38;33,33;2,25;50;1,13;1,13;1,13;100;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
C. Díaz;Club Atlético Mitre;Central Córdoba SdE;RB;33;50000;2022-12-31;2;80;0;0;0;0,02;21,38;57,89;Argentina;Argentina, Spain;direito;167;63;sim;15,75;14,63;76,92;3,38;0;0;0;0;4,5;6,32;1,13;0;0;0;0;3,38;0;0;0;0;0;0;0;0;0;0;0;6,75;33,33;0;0;6,75;33,33;1,13;1,13;100;1,13;100;1,13;0;1,13;25,87;1,13;0;39,38;82,86;18;87,5;4,5;100;11,25;70;28,13;96;4,5;75;22,04;27,45;0,02;1,13;0;0;0;0;0;9;100;4,5;50;0;0;1,13;2,25;15,75;92,86;0;;0;;0;0;0;0;;;1,13;;;0;0;0;0;0;0
B. Guzmán;Torque;Talleres Córdoba;LW;22;300000;2024-12-31;2;80;0;0;1;0;16,88;33,33;Argentina;Argentina;esquerdo;173;64;sim;3,38;2,25;50;3,38;33,33;0;0;0;2,25;3,53;0;0;0;0;0;5,63;0;0;0;0;0;0;0;0;0;0;1,13;5,63;60;5,63;60;0;0;0;2,25;100;7,87;42,86;1,13;1,13;0;6,75;1,13;0;14,63;76,92;2,25;50;1,13;100;6,75;66,67;9;87,5;0;0;24,28;0;0;0;1,13;0;0;0;1,13;3,38;66,67;4,5;50;0;0;0;3,38;3,38;100;0;;0;;0;0;0;0;;;0;;;1,13;0;0;0;0;0
J. Gutiérrez;;Banfield;LCMF, RCMF;39;0;;5;81;0;0;0;0;21,11;73,68;Argentina;Argentina, Italy;direito;184;73;sim;16,67;7,78;100;2,22;50;2,22;3;1,11;6,67;9;0;0;0;0;0;3,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,33;100;4,44;75;0;0;1,11;7,78;0;0;14,44;76,92;3,33;66,67;2,22;100;4,44;50;14,44;76,92;0;0;16,84;0;0;0;0;0;3,33;0;0;2,22;50;2,22;0;3,33;0;0;0;2,22;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
